ID_SOAL;SOAL;JAWABAN_SISWA;GRADE-01;GRADE-02;GRADE-03
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi itu kayak otak yang ngatur kerjaan komputer. Dia yang ngatur semua hardware, jalannya program, dan komunikasi antara user sama komputer. Contohnya Windows, macOS, atau Linux.;70;95;65
7;Apa yang dimaksud dengan sistem operasi?;Sistem yang mengatur sember daya perangkat keras dan perangkat lunak komputer, yang juga menyediakan layanan umum untuk program komputer;80;70;74,75
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi adalah suatu sistem yang harus dimiliki komputer;30;20;34,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi dalah sistem perangkat lunak inti yang mengatur sumber daya perangkat lunak dan perangkat keras;80;60;72
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi itu otaknya komputer, yang ngatur semua aplikasi dan perangkat;70;70;68
7;Apa yang dimaksud dengan sistem operasi?;Software yang berguna mengatur Hardware dan Software lainnya;60;70;60,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi (Operating System, OS) adalah perangkat lunak sistem yang bertindak sebagai penghubung antara perangkat keras komputer dan perangkat lunak aplikasi.;80;70;83,75
7;Apa yang dimaksud dengan sistem operasi?;.;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak yang mengelola perangkat keras komputer dan menyediakan layanan dasar untuk aplikasi, memungkinkan pengguna dan program berinteraksi dengan perangkat keras.;90;95;89,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi (operating system/OS) adalah perangkat lunak inti yang mengelola sumber daya perangkat keras dan perangkat lunak, memungkinkan pengguna berinteraksi dengan komputer dan menjalankan program aplikasi;85;100;81,5
7;Apa yang dimaksud dengan sistem operasi?;-;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi seperti perantara agar pengguna bisa berinteraksi dengan perangkat keras dan lunak;70;56;72,75
7;Apa yang dimaksud dengan sistem operasi?;perangkat lunak sistem yang mengatur sumber daya dari perangkat keras dan perangkat lunak, serta sebagai daemon untuk program komputer.;80;70;86
7;Apa yang dimaksud dengan sistem operasi?;-;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;-;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perngkat yang nengellola sumber days software dan hardware komputer.;65;65;57,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem yang menjalankan operasional pada perangkat;70;56;72,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah sistem yang bekerja pada suatu komputer contohnya ada windows, macos, linux dan sebagainya;65;50;61
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah bagian dasar atau fundamental dari komputer yang memberikan akses kepada program lainnya untuk dijalankan di atasnya. Dalam sistem operasi memiliki bagian kernel dan utillity lainnya untuk memungkinkan komputer dapat berjalan.;75;56;76
7;Apa yang dimaksud dengan sistem operasi?;Perangkat lunak yang menyediakan antar muka atau tampilan antara pengguna dan perangkat keras.;70;60;66,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah sistem mana yang digunakan untuk menjalankan sebuah komputer yang kompatibel, sistem operasi yang berbeda mampu dan tidak mampu menjalankan aplikasi yang berbeda.;65;50;63
7;Apa yang dimaksud dengan sistem operasi?;Belum tahu detailnya, yang diketahubyabg memungkinkan komputer untuk menjalankan operasi;60;56;57,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem perangkat lunak seperti ios, one ui, miui,dll;50;56;47,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak dalam sebuah perangkat keras, di mana ia berfungsi untuk mengendalikan atau menggunakan perangkat keras itu;70;60;70,25
7;Apa yang dimaksud dengan sistem operasi?;Dasar atau wadah untuk menjalankan program-program pada komputer;70;56;66,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi itu software utama yang ngatur semua kerjaan komputer, kayak Windows atau Linux. Dia yang jadi jembatan antara hardware sama pengguna, ngatur file, aplikasi, sama resource biar semuanya jalan mulus.;50;70;54,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah set yang digunakan oleh users dengan environment tertentu sesuai ciri khas build in (e.g windows,Linux).;50;20;44,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi (OS) adalah perangkat lunak yang mengatur aktivitas komputer dan menghubungkan perangkat keras dengan perangkat lunak. OS merupakan inti dari komputer dan memungkinkan pengguna berinteraksi dengan komputer.;70;65;71,5
7;Apa yang dimaksud dengan sistem operasi?;Program utama yang ngatur semua Hal di komputer Kaya software gt;30;50;24,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah sistem yang menghubungkan antara mesin dan tampilan pengguna untuk mempermudah pengguna menggunakan hardware yang dimiliki;50;40;54,5
7;Apa yang dimaksud dengan sistem operasi?;Suatu sistem perangkat lunak yang berfungsi untuk mengatur jalannya komputer;60;56;63,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah program yang menjadi penghubung antara komputer dengan user;50;50;39
7;Apa yang dimaksud dengan sistem operasi?;yang dipake komputer;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;software yang mengelola hardware;50;50;45,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi itu sistem softwate yg mengatur sistem suatu device baik software nya atau hardwarenya. Semacam windows, ios, android dll;60;56;64
7;Apa yang dimaksud dengan sistem operasi?;sebuah sistem software yang dapat mengontrol dan mengatur perangkat keras sekaligus operasi dasar dalam sistem komputer;75;60;70,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem Operasi adalah lapisan yang mengatur pengaturan data dan file, sistem BIOS dan microcode semua dapat langsung digunakan oleh pengguna dengan mudah, bagaikan bagaimana mesin mobil diotomatiskan dan pengemudi tidak harus mengendalikan semua bagian mobil secara manual.;70;60;67,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah program yang bertugas untuk menghubungkan program-program dengan hardware dari sebuah komputer. Contoh sistem operasi adalah Windows, MacOS, dan Linux.;65;60;61
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi itu software yang ngatur semua hardware dan software di komputer, jadi kita bisa make komputer dengan mudah.;60;60;54,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah suatu sistem yang menjalankan dan mengoperasikan suatu instruksi yang akan dijalankan komputer.;70;50;72
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah software yang bisa berinteraksi langsung dengan hardware;60;50;54
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi mengelola perangkat keras, perangkat lunak, dan sumber daya komputer.;80;65;86
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak yang mengelola perangkat keras dan perangkat lunak komputer, menyediakan antarmuka bagi pengguna, serta menjalankan aplikasi dan layanan sistem.;80;70;80
7;Apa yang dimaksud dengan sistem operasi?;Untuk mengatur dan mengontrol perangkat keras;60;56;56
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak yang mengelola sumber daya komputer, seperti prosesor, memori, dan penyimpanan. Ini menyediakan interface antara pengguna dan perangkat keras, memungkinkan eksekusi program, pengelolaan file, dan komunikasi perangkat. Contohnya Windows, Linux, dan macOS. Tanpa sistem operasi, komputer tidak dapat berfungsi secara efektif.;70;80;76
7;Apa yang dimaksud dengan sistem operasi?;Sebagai sistem default untuk menjalankan suatu komputer.;60;50;52
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi (OS) adalah perangkat lunak yang mengatur aktivitas komputer dan menghubungkan perangkat keras dengan perangkat lunak;80;60;80,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi berfungsi untuk memudahkan user dengan bahasa mesin;0;20;0
7;Apa yang dimaksud dengan sistem operasi?;perangjat lunaknyang mengelola sumber daya komputer;60;60;48,75
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi adalah kumpulan command yang digunakan komputer menjadi sebuah sistem yang terstruktur untuk menjalankan program dari user;60;56;61,5
7;Apa yang dimaksud dengan sistem operasi?;ngatur semua kerja hardware dan software, sekaligus jadi jembatan antara pengguna dengan komputer.;50;60;47
7;Apa yang dimaksud dengan sistem operasi?;Sistem Operasi adalah perangkat lunak yang mengelola perangkat keras dan perangkat lunak komputer, serta menyediakan antarmuka bagi pengguna untuk menjalankan program seperti Windows, Linux, macOS, Android.;80;65;86,75
7;Apa yang dimaksud dengan sistem operasi?;sistem yang mengatur jalannya sistem pada komputer;50;50;55
7;Apa yang dimaksud dengan sistem operasi?;Perangkat lunak yang mengelola sumber daya hardware dan menyediakan layanan untuk aplikas;80;65;81
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak yang mengelola perangkat keras dan sumber daya komputer, serta menyediakan antarmuka bagi pengguna dan aplikasi. OS penting karena mengatur proses, memori, penyimpanan, dan perangkat input/output, sehingga memungkinkan berbagai program berjalan dengan efisien dan stabil.;75;80;72,25
7;Apa yang dimaksud dengan sistem operasi?;perangkat lunak yang mengelola perangkat keras komputer. sebagai perantara antara user dan komputer;75;65;75,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi komputer adalah perangkat lunak yang bertanggung jawab untuk mengelola sumber daya komputer, seperti perangkat keras dan perangkat lunak;80;60;86,25
7;Apa yang dimaksud dengan sistem operasi?;saya tidak tahu;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;perangkat lunak yang mengatur aktivitas komputer dan menghubungkan perangkat keras dengan perangkat lunak;80;65;70,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak yang mengatur dan mengelola perangkat keras serta sumber daya perangkat lunak pada komputer. Ia menyediakan antarmuka antara pengguna dan perangkat keras, mengelola proses, memori, file, dan perangkat input/output, serta memastikan bahwa berbagai aplikasi dapat berjalan dengan lancar dan efisien.;80;90;87,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah firmware atau software mesin yang digunakan mesin untuk berkomunikasi dengan komponen-komponen;60;40;58
7;Apa yang dimaksud dengan sistem operasi?;Menurut saya, sistem operasi membuat komputer berjalan dengan mengatur dan mengkoordinasikan semua proses dan perangkat yang ada.;60;56;54
7;Apa yang dimaksud dengan sistem operasi?;banyak program yang berjalan;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;sistem yang mengoperasikan algoritma atau fungsi yang ada di komputer;60;50;52,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi merupakan perangkat leras, lunak, dan sumber daya komputer.;80;20;71,5
7;Apa yang dimaksud dengan sistem operasi?;suatu pengontrol utama pc;0;40;0
7;Apa yang dimaksud dengan sistem operasi?;penghubung antara perangkat lunak dengan perangkat keras, contohnya microsoft;70;40;68,75
7;Apa yang dimaksud dengan sistem operasi?;suatu sistem yang mengolah segala pengerjaan komputer;40;20;36,75
7;Apa yang dimaksud dengan sistem operasi?;perangkat lunak yang mengatur aktivitas komputer dan menghubungkan perangkat keras dengan perangkat lunak. OS merupakan inti dari komputer dan memungkinkan pengguna berinteraksi dengan komputer. ;70;65;70
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah suatu software yang digunakan untuk mengatur hardware maupun software dalam komputer. Selain itu sistem operasi berfungsi sebagai interface user untuk mengakses komputer.;75;60;80,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi merupakan sistem untuk menjalankan fungsi dasar komputer;75;56;74,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi (OS) adalah perangkat lunak yang mengatur aktivitas komputer dan menghubungkan perangkat keras dengan perangkat lunak. OS merupakan inti dari komputer dan memungkinkan pengguna berinteraksi dengan komputer.;70;75;79
7;Apa yang dimaksud dengan sistem operasi?;;0;0;0
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi berperan sebagai penengah antara perangkat keras komputer dengan perangkat lunak;70;40;70
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak yang mengelola perangkat keras komputer dan menyediakan layanan bagi program aplikasi. Sistem operasi bertanggung jawab atas manajemen sumber daya seperti CPU, memori, penyimpanan, dan perangkat input/output. Contoh sistem operasi meliputi Windows, macOS, Linux, dan Android.;80;90;81
7;Apa yang dimaksud dengan sistem operasi?;Struktur data adalah cara atau metode untuk menyusun, menyimpan, dan mengorganisir data dalam komputer agar dapat diakses, diolah, dan dimanipulasi secara efisien.;60;0;63,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah fungsi dari program komputer yang akan dijalankan pada komputer;70;0;72,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi (OS) adalah perangkat lunak yang mengatur aktivitas komputer dan menghubungkan perangkat keras dengan perangkat lunak. OS merupakan inti dari komputer dan memungkinkan pengguna berinteraksi dengan komputer.  Fungsi sistem operasi  Mengatur aktivitas komputer Memastikan semua komponen bekerja secara harmonis Mengelola sumber daya komputer Mengontrol semua aktivitas yang dilakukan komputer Mengelola semua program aplikasi lain di dalam komputer Menjadi wadah untuk aplikasi Mengkoordinasikan semua perangkat yang saling terhubung pada gadget dalam waktu yang bersamaan Cara kerja sistem operasi Melakukan inisialisasi untuk mempersiapkan komponen perangkat keras dan lunak yang terhubung ketika komputer dinyalakan  Mengelola semua program aplikasi lain di dalam komputer  Mengontrol eksekusi dari program user dan operasi input  Penggunaannya Pengguna dapat berinteraksi langsung dengan sistem operasi melalui antarmuka pengguna (UI), seperti antarmuka baris perintah (CLI) atau antarmuka pengguna grafis (GUI). ;70;100;77
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak yang mengelola perangkat keras komputer dan menyediakan layanan untuk program aplikasi.;85;70;83
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi adalah sebuah sistem software yang mengandalkan segala hal dalam komputer;60;56;57,75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah software yang menghubungkan komputer dengan manusia;60;50;59,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem dasar yang menjadi basis kerja komputer;70;56;68,5
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi atau operating system (OS) yg menghubungkan perangkat lunak dan perangkat keras;70;56;68,75
7;Apa yang dimaksud dengan sistem operasi?;program yang mengatur hardware dan software pada komputer;60;56;63
7;Apa yang dimaksud dengan sistem operasi?;"Sistem operasi (OS) itu kayak ""otak"" yang ngatur semua perangkat keras dan perangkat lunak di komputer atau HP. Dia yang ngatur proses, memori, file, dan komunikasi antar program biar semuanya jalan lancar. Contohnya Windows, macOS, Linux, atau Android. Tanpa OS, komputer cuma jadi tumpukan hardware yang nggak bisa dipake.";70;85;75,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi (OS) adalah perangkat lunak yang mengatur aktivitas komputer dan menghubungkan perangkat keras dengan perangkat lunak. OS merupakan inti dari komputer dan memungkinkan pengguna berinteraksi dengan komputer.;75;80;81
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah suatu dasar sistem dari sebuah perangkat;80;40;82
7;Apa yang dimaksud dengan sistem operasi?;program yang menjembatani interaksi antara mesin dangan manusia;50;50;38,5
7;Apa yang dimaksud dengan sistem operasi?;software untuk mengelola hardware;50;50;52,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah perangkat lunak (software) yang dapat melakukan tugas mengontrol dan mengatur perangkat keras sekaligus operasi dasar sistem lainnya dan juga bisa untuk menjalankan program aplikasi;80;80;83,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem yang mengatur aktivitas di komputer.;50;50;43,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi merupakan software utama yang ngatur kerja komputer, dari jalankan program sampai kelola hardware.;70;60;69
7;Apa yang dimaksud dengan sistem operasi?;Perangkat lunak yang mengatur aktivitas komputer dan menguhubungkan dengan perangkat keras dengan perangkat lunak;75;60;74,5
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi adalah perangkat lunak inti yang mengelola perangkat keras komputer.;80;56;69,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem utama dari software untuk mengelola semua sistem hardware dan software komputer;70;56;69,25
7;Apa yang dimaksud dengan sistem operasi?;perangkat lunak yang mengelola perangkat keras komputer;70;56;72,5
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah sistem perangkat lunak yang mengatur dan menghubungkan perangkat lunak dan keras.;80;56;75
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi merupakan suatu Software yang berguna untuk mengoperasikan keseluruhan fungsi komputer.;70;56;69,25
7;Apa yang dimaksud dengan sistem operasi?;Perangkat lunak dalam menjalankan hardware;70;56;68
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah penghubung antara perangkat lunak dan keras.;70;56;74,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem Operasi adalah sistem pengatur komputer dan yang menghubungkan perangkat lunak dan keras;70;60;59,75
7;Apa yang dimaksud dengan sistem operasi?;sistem operasi adalah sistem dalam komputer yang memudahkan pengguna berinteraksi dengan komputer;70;50;70,5
7;Apa yang dimaksud dengan sistem operasi?;sebagai perantara antara perangkat keras dengan pernangkat lunak;70;56;72
7;Apa yang dimaksud dengan sistem operasi?;Saya belum belajar, tapi seingat saya, sistem operasi itu seperti Windows, Linux, macOS.;50;40;43,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah penghubung antara hardware dan aplikasi yang kita gunakan;70;56;72,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah sekumpulan kode perangkat lunak yang memungkinkan manusia untuk melakukan operasi-operasi di dalamnya.;70;50;77
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi merupakan sebuah software yang mengatur dan mengontrol jalannya aplikasi serta dasar sistem lainnya.;75;60;73,25
7;Apa yang dimaksud dengan sistem operasi?;Sistem operasi adalah sistem yang dimiliki secara bawaan oleh sebuah komputer agar komputer bisa berjalan dengan normal.;60;50;62,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;jaringan komputer bekerja dengan menghubungkan masing masing perangkat melalui kabel atau nirkabel, biasanya menggunakan protokol tertentu;90;70;95
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Tidak tahu;0;0;0
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer adalah menghubungkan perangkat (node) melalui media fisik atau nirkabel, memungkinkan komunikasi dan berbagi sumber daya berdasarkan protokol yang disepakati;90;100;84,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer adalah menghubungkan beberapa perangkat agar bisa saling bertukar data dan berbagi sumber daya. Jaringan bekerja dengan menggunakan protokol komunikasi seperti TCP/IP untuk mengatur bagaimana data dikirim dan diterima. Data dikirim dalam bentuk paket melalui media seperti kabel atau nirkabel. Setiap perangkat dalam jaringan memiliki alamat unik (IP Address) agar bisa dikenali. Komponen utama jaringan meliputi router untuk mengarahkan lalu lintas data, switch untuk menghubungkan perangkat dalam jaringan lokal, dan server untuk menyimpan serta mengelola data.;90;100;97
8;Bagaimana prinsip dasar jaringan komputer bekerja?;menghubungkan perangkat (node) melalui media fisik atau nirkabel, memungkinkan komunikasi dan berbagi sumber daya dengan mengikuti protokol tertentu. ;90;100;89
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Tidak tahu.;0;0;0
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer bekerja dengan menghubungkan dua atau lebih perangkat untuk bertukar data melalui media transmisi, seperti kabel atau nirkabel. Jaringan menggunakan protokol komunikasi, seperti TCP/IP, untuk mengatur pengiriman, penerimaan, dan integritas data, memastikan perangkat dapat berkomunikasi dengan efisien.;90;99;94,75
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer melibatkan pengiriman data melalui media transmisi (kabel atau nirkabel) menggunakan protokol komunikasi, sehingga berbagai perangkat dapat saling berbagi informasi dan sumber daya.;90;100;96,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer bekerja dengan mentransmisikan data antar perangkat menggunakan protokol komunikasi.;80;80;80,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer bekerja dengan menggunakan alamat IP, dengan alamat tersebut maka pertukaran data dapat terjadi.;50;60;51
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Komunikasi 2 arah antara penerima dan pengirim informasi;70;50;72,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Menghubungkan beberapa bagian komputer untuk melakukan proses pengolahan dan penyimpanan dalam komputer;60;20;58
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Komputer berkomunikasi satu sama lain melalui berbagai protokol, dan firewall menentukan koneksi apa yang diizinkan ;80;60;82
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer bekerja dengan menghubungkan berbagai perangkat (seperti komputer, printer, atau server) melalui media komunikasi, seperti kabel atau nirkabel, untuk memungkinkan mereka saling bertukar data dan informasi. Jaringan komputer memungkinkan perangkat-perangkat tersebut untuk berbagi sumber daya, seperti file, aplikasi, dan perangkat keras, serta berkomunikasi satu sama lain.  Beberapa prinsip dasar yang mendasari cara jaringan komputer bekerja antara lain:  Protokol Jaringan: Protokol adalah aturan atau standar yang digunakan untuk mengatur cara perangkat dalam jaringan berkomunikasi. Protokol yang paling umum digunakan adalah TCP/IP, yang mengatur pengiriman data dalam bentuk paket dan memastikan data sampai dengan benar dari pengirim ke penerima. Alamat IP: Setiap perangkat dalam jaringan memiliki alamat unik yang disebut alamat IP (Internet Protocol). Alamat ini digunakan untuk mengidentifikasi dan mengarahkan data ke perangkat yang tepat. Topologi Jaringan: Topologi adalah cara perangkat-perangkat dalam jaringan diatur dan terhubung satu sama lain. Beberapa contoh topologi jaringan adalah star, bus, dan ring. Media Transmisi: Jaringan memerlukan media fisik atau nirkabel untuk mentransmisikan data. Media ini bisa berupa kabel tembaga, serat optik, atau sinyal radio dalam jaringan nirkabel (Wi-Fi). Perangkat Jaringan: Untuk menghubungkan perangkat-perangkat dalam jaringan, digunakan perangkat seperti router, switch, dan hub. Router mengarahkan data antar jaringan, sementara switch menghubungkan perangkat dalam satu jaringan lokal. Dengan prinsip-prinsip dasar ini, jaringan komputer memungkinkan komunikasi dan pertukaran data antar perangkat secara efisien.;90;100;93,75
8;Bagaimana prinsip dasar jaringan komputer bekerja?;tidak tahu;0;0;0
8;Bagaimana prinsip dasar jaringan komputer bekerja?;karena terjadi komunikasi sevara dua arah antara pengirim dan penerima;60;50;52,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer berkerja dengan menghubungkan node seperti komputer, router, dan switch menggunakan kabel, optik fiber, atau sinyal nirkabel. ;70;56;71
8;Bagaimana prinsip dasar jaringan komputer bekerja?;jaringan komputer bekerja dgn menyambungkan komputer dalam satu node;60;56;54,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;menghubungkan perangkat² melalui node;50;56;44,75
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer bekerja dengan menghubungkan perangkat satu sama lain melalui node, seperti modem, komputer, menggunakan kabel dll;70;56;73,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasarnya yaitu komunikasi dua arah dimana ada yang saling mengirimkan data;50;56;52,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan berfungsi untuk menghubungkan beberapa perangkat sehingga bisa berkomunikasi;70;56;62,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;dengan menghubungkan perangkat melalui media transmisi (kabel/nirkabel), memungkinkan pertukaran data, berbagi sumber daya, dan berkomunikasi antar perangkat;90;70;94,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;prinsip dasarnya adalah adanya komunikasi dua arah antara pemberi dan penerima informasi;60;56;60
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer melibatkan interkoneksi antara dua atau lebih perangkat komputasi untuk memungkinkan transmisi dan pertukaran informasi serta sumber daya. Komunikasi dalam jaringan komputer terjadi melalui penggunaan protokol komunikasi, seperti TCP/IP, yang mengatur cara data dikirim dan diterima antar perangkat.;90;100;85,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer menggunakan protokol komunikasi untuk memastikan data dapat dikirim dan diterima dengan benar. Contoh: TCP/IP (Transmission Control Protocol/Internet Protocol) yang digunakan dalam internet.;70;70;75,75
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Engga tau yang inj bu;0;0;0
8;Bagaimana prinsip dasar jaringan komputer bekerja?;untuk saling terhubung untuk komunikasi, berbagi data dan sumber daya yang semua itu dapat dilakukan melaluk kabel ataupun nirkabel.;80;70;84
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer merupakan komunikasi dua arah yang bisa memiliki berbagai jenis bentuk, salah satu cobtohnya adalah wireless;60;56;64,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;menghubungkan antar perangkat dengan perangkat lain melalui kabel atau tanpa kabel yang memungkinkan berkomunikasi antar perangkat baik mengirim data maupun menerima data dengan alamat pengirimannya menggunakan alamat IP;70;65;72
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Dasar jaringan komputer bekerja menggunakan prinsip hard atau wireless seperti kabel LAN atau WiFi dan lain sebagainya ;60;56;59,75
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer adalah sistem yang menghubungkan dua atau lebih perangkat untuk berbagi data, sumber daya, dan layanan. Jaringan bekerja berdasarkan prinsip komunikasi data yang memungkinkan perangkat bertukar informasi melalui media transmisi.;90;80;87,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;yang menghubungkan komputer dengan komputer lainnya melalui suatu node ;70;56;71,5
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer adalah sistem yang menghubungkan dua atau lebih komputer agar bisa saling bertukar data. Cara kerjanya seperti pengiriman surat: komputer pengirim membungkus data dalam “paket”, lalu mengirimkannya lewat kabel atau gelombang (seperti WiFi). Paket itu melewati perangkat seperti router atau switch, yang mengarahkan ke tujuan. Komputer penerima membuka paket itu dan membaca isinya. Dengan jaringan, kita bisa berbagi file, chatting, browsing internet, atau main game online bareng!;70;90;69
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Menghubungkan berbagai perangkat sesuai aturan protocol yang ada sehinggan memnumgki kan berkomunikasi antar pernagakt;60;60;63,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Dengan cara menghububgkan perangkat node, seperti modem, hub ataupun switch.;60;56;57
8;Bagaimana prinsip dasar jaringan komputer bekerja?;menghubungkan sejumlah komputer melalui suatu entitas yang disebut node. Memungkinkan salingberkomunikasi dan berbagi informasi serta sumber daya. ;80;70;84,25
8;Bagaimana prinsip dasar jaringan komputer bekerja?;memungkinkan komunikasi dua arah antara pengirim dan penerima;70;56;74
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer menghubungkan banyak komputer untuk saling tukar data yang saling diperlukan.;60;56;63
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Jaringan komputer bekerja dengan menghubungkan sejumlah perangkat keras dengan nirkabel maupun secara fisik.;60;56;56
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer bekerja dengan cara menghubungkan dua atau lebih perangkat agar dapat saling berbagi data dan sumber daya melalui media komunikasi, seperti kabel atau nirkabel;90;70;86,75
8;Bagaimana prinsip dasar jaringan komputer bekerja?;Prinsip dasar jaringan komputer adalah transfer data dalam bentuk biner. Transfer data ini diberikan oleh mesin dan diterima oleh receiver. ;60;50;66
